WINV26;02/09/2026;15:20:00;187640,00;187800,00;187360,00;187510,00;9399776098,00;250588
WINV26;02/09/2026;15:10:00;187430,00;187880,00;187410,00;187640,00;1,240025635E10;330410
WINV26;02/09/2026;15:00:00;187350,00;187630,00;187305,00;187430,00;8917403996,00;237809
WINV26;02/09/2026;14:50:00;187145,00;187465,00;187000,00;187355,00;1,073980925E10;286832
WINV26;02/09/2026;14:40:00;187210,00;187340,00;187120,00;187145,00;9038069486,00;241352
WINV26;02/09/2026;14:30:00;187225,00;187375,00;187170,00;187205,00;6164576553,00;164613
WINV26;02/09/2026;14:20:00;186885,00;187285,00;186845,00;187230,00;9317713184,00;248970
WINV26;02/09/2026;14:10:00;187250,00;187265,00;186865,00;186890,00;9827085583,00;262711
WINV26;02/09/2026;14:00:00;187470,00;187630,00;187230,00;187255,00;9855463579,00;262903
WINV26;02/09/2026;13:50:00;187395,00;187580,00;187370,00;187470,00;5810068290,00;154944
WINV26;02/09/2026;13:40:00;187490,00;187665,00;187320,00;187395,00;9963685095,00;265736
WINV26;02/09/2026;13:30:00;187150,00;187585,00;187140,00;187495,00;9492456315,00;253273
WINV26;02/09/2026;13:20:00;187145,00;187390,00;187130,00;187155,00;8132129712,00;217135
WINV26;02/09/2026;13:10:00;187120,00;187320,00;186805,00;187145,00;1,307651158E10;349545
WINV26;02/09/2026;13:00:00;187530,00;187560,00;186980,00;187115,00;1,316067031E10;351464
WINV26;02/09/2026;12:50:00;188020,00;188045,00;187510,00;187530,00;1,156554796E10;307977
WINV26;02/09/2026;12:40:00;188175,00;188350,00;187945,00;188020,00;1,085613591E10;288539
WINV26;02/09/2026;12:30:00;188050,00;188275,00;187955,00;188180,00;8612315554,00;228883
WINV26;02/09/2026;12:20:00;187875,00;188135,00;187720,00;188050,00;1,047167496E10;278645
WINV26;02/09/2026;12:10:00;188445,00;188645,00;187840,00;187875,00;1,533866001E10;407251
WINV26;02/09/2026;12:00:00;187575,00;188930,00;187475,00;188440,00;2,755996742E10;732138
WINV26;02/09/2026;11:50:00;187770,00;187795,00;187315,00;187575,00;1,79210534E10;477880
WINV26;02/09/2026;11:40:00;187815,00;187865,00;187470,00;187775,00;1,663688506E10;443243
