WINV26;31/08/2026;178625,00;188930,00;178610,00;187515,00;1,943394668E12;53176528
WINV26;24/08/2026;173480,00;179220,00;172000,00;177640,00;3,018518792E12;85529189
WINV26;17/08/2026;170245,00;175010,00;168555,00;174035,00;2,799241389E12;81773864
WINV26;10/08/2026;176595,00;177260,00;167975,00;169975,00;1,650300305E12;48449003
WINV26;03/08/2026;182810,00;185670,00;175855,00;176195,00;8594476215,00;238543
WINV26;27/07/2026;179215,00;183355,00;177780,00;182415,00;4551645663,00;126203
WINV26;20/07/2026;179300,00;182950,00;177230,00;178425,00;4430821936,00;123018
WINV26;13/07/2026;184120,00;184120,00;178250,00;178775,00;3869570297,00;106723
WINV26;06/07/2026;180550,00;184450,00;175745,00;184365,00;6162397574,00;171108
WINV26;29/06/2026;180565,00;181000,00;175805,00;180490,00;4343796340,00;121512
WINV26;22/06/2026;175205,00;180630,00;173975,00;179865,00;2635730774,00;74050
WINV26;15/06/2026;180090,00;181610,00;173970,00;175450,00;504239270,00;14368
WINV26;08/06/2026;177375,00;179750,00;175865,00;178500,00;11453915,00;323
WINV26;01/06/2026;183000,00;183375,00;176295,00;176295,00;8441107,00;235
WINV26;25/05/2026;187500,00;187600,00;181335,00;182700,00;23434007,00;638
WINV26;18/05/2026;185910,00;187235,00;183000,00;185035,00;9923040,00;268
WINV26;11/05/2026;193555,00;194170,00;184820,00;186680,00;21791180,00;575
WINV26;04/05/2026;198000,00;200300,00;193280,00;195020,00;15077726,00;384
WINV26;27/04/2026;202950,00;203410,00;195000,00;198300,00;40210626,00;1008
WINV26;20/04/2026;208100,00;208745,00;201670,00;202900,00;6469381,00;158
WINV26;15/04/2026;210000,00;211560,00;208000,00;208000,00;3483885,00;83
